mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_train_pr_auc,split1_train_pr_auc,split2_train_pr_auc,split3_train_pr_auc,split4_train_pr_auc,mean_train_pr_auc,std_train_pr_auc
1.5915698051452636,0.05895230104496811,0.09962830543518067,0.010470510018773993,0.8,0.05,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9041569842499354,0.8989930286599536,0.8985230324313158,0.9035323280313985,0.9044102458169799,0.9019231238379166,0.0026042859113625427,32,0.9016744774520056,0.9027976812941374,0.903134601977846,0.9019468615249555,0.9013013504092541,0.9021709945316397,0.0006891039578071871,0.8428850248403122,0.8347665847665847,0.8337421163279608,0.8420959304902917,0.843076377184423,0.8393132067219146,0.0041562412719714,29,0.8396789599363226,0.8399267480087372,0.8401870808330392,0.8390974458511624,0.8384379616766995,0.8394656392611921,0.0006277407958620818,0.9911329021489672,0.9923847277279366,0.9930099113197705,0.9909233176838811,0.9914458585437096,0.991779343484853,0.0007928008648769492,4,0.9904804131239894,0.9928537895780084,0.9932451816498449,0.9921758860809013,0.9917062229409003,0.9920922986747289,0.0009657353576932457,0.9110173554511458,0.9067772376322563,0.9064330269987143,0.910467791411043,0.9112613260463109,0.909191347507894,0.0021300086252982425,32,0.9088668182362092,0.9100101595649316,0.9103273535633613,0.9092386563258087,0.9086542482644905,0.9094194471909602,0.0006475876134441098,0.9709456892163464,0.9710121165766783,0.9708083971364442,0.9709647316279232,0.9709122852806965,0.9709286439676177,6.82457958250746e-05,31,0.9715704568048805,0.9712063754765945,0.9719283054328446,0.9713780134211042,0.9707931224322298,0.9713752547135307,0.0003771935192097428,0.9663046350049346,0.9670253150116201,0.9668502441676056,0.9662065665854908,0.9669084589578957,0.9666590439455094,0.00033563710333989704,31,0.9676585130975482,0.9671908001220901,0.9679608117846821,0.9675063237350832,0.9666293511279693,0.9673891599734746,0.00045381061205939396
1.4414015293121338,0.040721841828963636,0.09578919410705566,0.012597029769824433,0.8,0.05,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.9047250193648335,0.8998709011102505,0.8984197479859534,0.9035839702540798,0.9046684569303863,0.9022536191291006,0.0026109388329504284,29,0.9020617891217062,0.9032495449087881,0.9028505770869374,0.9018048490795012,0.901740297967931,0.9023414116329729,0.0006018938888290739,0.8427344372620207,0.835012704810304,0.8333625065639769,0.841746369110875,0.8415710503089144,0.8388854136112182,0.0038913511693655133,31,0.8394252416898424,0.8394963902095439,0.8394800616875964,0.8387445171813352,0.8373844498605714,0.8389061321257779,0.0008110377048442132,0.9928020029209264,0.9941581472981431,0.9934272300469483,0.9916536254564423,0.9946797412893803,0.993344149402368,0.0010587818165770512,2,0.9918887903604402,0.9947316258932763,0.9937667892444514,0.9924366898782047,0.9946533827134735,0.9934954556179694,0.0011528132707742215,0.9116336989319412,0.9076622696318872,0.9063823711389273,0.9105714422570292,0.9117422069229298,0.9095983977765429,0.0021806697841114824,29,0.9093104437643458,0.9105450378399026,0.9101310116680401,0.9091408639143731,0.9092686415926566,0.9096791997558636,0.0005564447962999328,0.9708494724865384,0.9713242355621087,0.9708946432912274,0.971288661473867,0.971328813662899,0.9711371652953282,0.00021737504379305676,29,0.9715985358680385,0.9717143173710469,0.9718689939886741,0.9718174603184923,0.9712037747750933,0.971640616464269,0.00023726074435977636,0.9661985281473062,0.9675008006699182,0.9670526856156249,0.9666446410557037,0.9675087252039171,0.966981076138494,0.0005058112227827704,29,0.9678384156337898,0.967803044521176,0.9679438583132414,0.9680706176637373,0.9671420510878549,0.9677595974439598,0.000322536541360503
2.4884652137756347,0.035135889344454614,0.1418764591217041,0.013502877251684066,0.8,0.05,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.9090627420604183,0.9049832171443326,0.9046684569303863,0.9103491014253253,0.9092646147490188,0.9076656264618963,0.0023616976252222805,24,0.9078714641672153,0.9079618368901455,0.9084148829042836,0.9075369877869297,0.9079501149009785,0.9079470573299104,0.0002803426148504227,0.8557788487769392,0.8492335437330929,0.8462639821029083,0.8569349704411096,0.8560902392431547,0.852860316859441,0.004294604626717509,24,0.853376817502378,0.8526653560210607,0.8531040249497164,0.8528300178785616,0.8527257933279089,0.8529404019359251,0.00026499916502616925,0.9817442103066972,0.9824744418944293,0.9866458007303077,0.9829942618675013,0.9817442103066972,0.9831205850211265,0.0018247969193649124,10,0.9827343383235094,0.9841166345000261,0.9845082544401846,0.9828130297577132,0.9839862292003547,0.9836316972443576,0.0007217588314428827,0.9144439586066171,0.9110079319017218,0.9110789980732177,0.9156462585034013,0.9146217017347782,0.9133597697639472,0.0019354084497415958,24,0.9134988363072148,0.9136872692051577,0.914107903913212,0.9132194353568399,0.9136657544862326,0.9136358398537314,0.00028932577364231986,0.9762762688633916,0.976009327310273,0.9759255071775866,0.9765424061642317,0.9762084380059776,0.9761923895042921,0.00021658388984934906,23,0.9769082222670136,0.9767287060281015,0.9770252894237886,0.9770847698920228,0.9766594786484932,0.976881293251884,0.0001645280472139987,0.9729424374781783,0.9731116157429568,0.9732989098214544,0.9728679957986859,0.9734320231614959,0.9731305964005543,0.00021161787325319186,23,0.9743455083143824,0.9740125051772855,0.9741798448342378,0.9745031522230785,0.9739393140263997,0.9741960649150767,0.0002080933595906633
2.318453884124756,0.09002960211263485,0.13729314804077147,0.014510037959973809,0.8,0.05,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.9087012651691195,0.9047250193648335,0.9042036769262549,0.9089031191902499,0.9087998347448875,0.9070665830790692,0.0021320583494787815,27,0.9073163174406444,0.907639077165395,0.9084407033489117,0.9070851300059387,0.9073046037852772,0.9075571663492333,0.00047580697062494116,0.8539478449837016,0.8471611803749215,0.8450892857142858,0.853539462978031,0.8546163613277707,0.850870827075742,0.00394477839116845,28,0.8519890663473919,0.8509158828030065,0.8522668349978583,0.8506484733855715,0.8511606941627226,0.8513961903393102,0.0006252613060062291,0.9838305862716461,0.9852910494471103,0.9874804381846636,0.9849765258215962,0.9829960358856666,0.9849149271221366,0.0015221726625130755,5,0.9836471754212092,0.9862031192947681,0.9859426753253527,0.9852906658320946,0.9849773094778572,0.9852121890702564,0.0008973458224691151,0.9142995637421231,0.9110200144682903,0.9107529468366611,0.9145597210113339,0.9143217543178731,0.9129908000752562,0.0017226605853404929,27,0.9130966359597622,0.913578158975598,0.9142442563482467,0.9130324451694761,0.9131927652577618,0.913428852342169,0.00044953746154000187,0.975781599981754,0.9758207181976425,0.975764025015439,0.9762763596078446,0.9761833718353413,0.9759652149276044,0.00021884907242280017,26,0.9764279193615901,0.9765876636033084,0.9767654761008324,0.9767185157484205,0.976417668430693,0.976583448648969,0.0001435738976488654,0.9722810551524089,0.9728335679875706,0.9732691131133993,0.9725849784911687,0.9733763825145352,0.9728690194518166,0.00041112779192624394,26,0.973749041151336,0.9737258000614335,0.973937081831828,0.9741541966584595,0.9737818096867732,0.973869585877966,0.00016029288945888684
2.2309871196746824,0.12303995761487473,0.12846941947937013,0.0224074951973774,0.8,0.05,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",0.9126258714175058,0.9085979860573199,0.9096777525304689,0.914790332575914,0.9131377814501136,0.9117659448062645,0.002287568165150095,17,0.9145203144970758,0.9134616625998941,0.9144826873918769,0.9124557824885745,0.9137338944976633,0.9137308682950168,0.0007598397118245993,0.8658016682113068,0.8566995253742242,0.855535390199637,0.8652305992819663,0.8658581744121459,0.861825071495856,0.004679918245560942,17,0.8662002724481078,0.8631907615308676,0.8637583430812633,0.8612700883659173,0.8645281628517478,0.8637895256555808,0.0016164368278266984,0.9745462132276236,0.9791362403505112,0.9836202399582681,0.9805946791862284,0.9756937200083455,0.9787182185461955,0.0032948104792398375,16,0.9784570444942883,0.9805956914088989,0.9821610202644551,0.9811960462144329,0.9791612331125137,0.9803142070989178,0.001345064642623446,0.9169611307420494,0.9138350696134748,0.9151176898810969,0.9193075117370892,0.9175004904845988,0.9165443784916618,0.0019025526485312292,17,0.9189129609444846,0.9181552888313654,0.9191623343340412,0.9173300822919842,0.9182809901183837,0.9183683313040518,0.0006415666521588855,0.9795995250513075,0.9796074671052286,0.9800336791021056,0.9797290543547613,0.9797931084471256,0.9797525668121058,0.0001585536406983218,13,0.9809617640726188,0.9812706481031042,0.9814076903462079,0.9810663694190143,0.9812029855156531,0.9811818914913196,0.00015563370234015114,0.9768630293124019,0.9775574635140059,0.9782617198438044,0.9768533872719442,0.9778712457024317,0.9774813691289175,0.0005555981781139807,13,0.9795941817028672,0.9799021033660569,0.9799096507341984,0.9797106490916762,0.9798492451931046,0.9797931660175807,0.00012246200193425345
2.0170031070709227,0.055263801364311436,0.127130126953125,0.010525778772078088,0.8,0.05,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",0.9128324296411051,0.908288148721921,0.908128485850031,0.9132927081181574,0.9131377814501136,0.9111359107562655,0.0023954870332632875,18,0.9142879274952554,0.9121964444788722,0.9130109220480777,0.911823181595187,0.9120297451522115,0.9126696441539208,0.0009039025502867218,0.8647026228297008,0.8548709560159942,0.8537248504622077,0.8629269188395152,0.8641725027644673,0.860079570182377,0.004769575065620071,18,0.8651998617670775,0.8598352613685628,0.861604997597309,0.8602720932891277,0.8609139612619625,0.861565235056808,0.001913179266656644,0.9767369079908199,0.9813269351137075,0.9827856025039123,0.9805946791862284,0.9783016899645316,0.97994916295184,0.002163011134966505,15,0.9794481247717908,0.9828386625632466,0.9820045379860731,0.9812482069738936,0.9807260967085702,0.9812531258007148,0.0011501616991436952,0.9173116488684236,0.9137445361826129,0.9137203550123673,0.918005567221761,0.917702319209316,0.9160968852988962,0.0019430685948219081,18,0.918786010495798,0.917231559347199,0.9178733362585929,0.9167864714052487,0.9169227017800536,0.9175200158573784,0.0007356162666644874,0.9796890371728021,0.9794766979071189,0.9797482154252698,0.9798445168745712,0.9796874720612749,0.9796891878882074,0.000120636895663514,15,0.9811339414086504,0.9810139902032698,0.9811628111494234,0.9811140172026293,0.9809325568753666,0.981071463367868,8.562351305096868e-05,0.9768942558742826,0.9773934117618115,0.9781663819647006,0.9767546503989984,0.9777550513055004,0.9773927502610587,0.0005263908405121327,14,0.9797763044658275,0.9796111026273941,0.9797630848349281,0.9797889602081806,0.9795813486850935,0.9797041601642847,8.900598754416212e-05
3.6427498340606688,0.08963944419315538,0.20286903381347657,0.01692110586979901,0.8,0.05,6,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}",0.9192357345726827,0.9192873741285825,0.9179405081594711,0.9225366659781037,0.9221235281966536,0.9202247622070988,0.0017902457906646733,6,0.9270950333733555,0.9274307034870961,0.9267990394794599,0.9261535283637584,0.9263342714761548,0.9267625152359649,0.0004717278027300376,0.8889643134212568,0.884501102271638,0.8818529130850048,0.8919049927290353,0.8915277239240016,0.8877502090861873,0.003958299888162416,6,0.8952968202152097,0.8953052891004422,0.8939448744845547,0.8943690916563913,0.893983292288377,0.8945798735489949,0.0006072564965626851,0.9562904235343209,0.962653870227415,0.9632759520083464,0.9598330725091289,0.9594199874817442,0.960294661152191,0.002508625106912454,27,0.9656512440665589,0.9664075948046529,0.9668257569830216,0.9647654069843257,0.9657034061864275,0.9658706818049974,0.0007068536832622403,0.9213991355915168,0.9219241720365653,0.9207678883071553,0.9246231155778895,0.9242287207315848,0.9225886064489423,0.0015492276021776157,6,0.9291441334052725,0.92949867676755,0.928958051420839,0.9282344675298605,0.9284603811434303,0.9288591420533905,0.0004580908879013873,0.9821991849201805,0.9820988024790814,0.9823178579416796,0.9821119777868141,0.9822360385537015,0.9821927723362915,8.113887941761667e-05,5,0.9849452450767157,0.9852479073925072,0.9852276271906164,0.9851316718627898,0.9851081408384064,0.985132118472207,0.00010772723117356333,0.9799898436770015,0.9803200885615516,0.9809943836906858,0.9797974376833685,0.9805612250967592,0.9803325957418731,0.00042290997297892926,5,0.9840654735762346,0.9843642089833056,0.9843223204858365,0.9842999916804436,0.9842997135545406,0.9842703416560722,0.0001050958004553822
3.491182470321655,0.07966811645612562,0.2053072929382324,0.019205297528701207,0.8,0.05,6,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",0.9186676994577847,0.9169119545571908,0.917114232596571,0.9207291881842594,0.9209873992976658,0.9188820948186944,0.0017260831791938507,11,0.9247324321881818,0.9234930348451399,0.924126623460456,0.9238296883472333,0.9251981719125203,0.9242759901507063,0.0006153492104246612,0.8867432654243507,0.878810903219679,0.877912483424891,0.887615562403698,0.8902344506878512,0.8842633330320939,0.00496193579324694,10,0.8913148139232584,0.8875842938447559,0.8879409234298824,0.8903433837861251,0.8927123552123553,0.8899791540392755,0.001963505979367382,0.9580638431045274,0.9652618401836011,0.9670318205529473,0.9616066770996349,0.9585854370957646,0.9621099236072951,0.0035554374498765295,23,0.9657034061864275,0.9680507015805122,0.9690165088803693,0.9649740500221683,0.9648427312085963,0.9665174795756147,0.0016997405416468343,0.9210249210249211,0.9200099428287348,0.9203197140445812,0.9231308528218739,0.9231464737793852,0.9215263808998992,0.0013569172720677674,12,0.9270191778078214,0.9260728542914172,0.9267088181376033,0.9261576971214017,0.9273771026045975,0.9266671299925682,0.000498482122988614,0.9819878057416069,0.9815940313475269,0.9820565376404348,0.9819052974758864,0.9821582208696744,0.9819403786150259,0.00019203365093513512,10,0.9844562963816045,0.9842040895648736,0.9845026229717658,0.9844722646496515,0.9846459574658478,0.9844562462067487,0.0001428150770995168,0.9798056713992093,0.9796530565167885,0.9809415582172629,0.9793914092029232,0.9805093810352911,0.980060215274295,0.0005755671399988363,10,0.9835905280846395,0.9832337883858678,0.9835546195539719,0.9836191517493296,0.9837990731581102,0.9835594321863839,0.0001833184238760297
1.626350212097168,0.08786651889705191,0.09985618591308594,0.007567840938635252,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.9091143816163181,0.9059127291505293,0.9048750258211113,0.9099359636438752,0.9095228258624252,0.9078721852188518,0.0020663630054197236,23,0.9079747472791355,0.9091108615102573,0.9086989077951922,0.9079888455679207,0.9075886286761858,0.9082723981657382,0.0005516285135825275,0.8563103259879803,0.8512486427795874,0.8470018822264049,0.8563119149322912,0.8566096139839767,0.853496475982048,0.0038149332553638836,22,0.8547206691213237,0.8552040306840362,0.8537363408067691,0.8538426660621175,0.8527921078830664,0.8540591629114624,0.0008372366600193395,0.9810139787189651,0.981431253911955,0.9859154929577465,0.9829942618675013,0.9815355727102024,0.982578112033274,0.0017977751213695868,11,0.980804339888373,0.982786500443378,0.9841692095036904,0.9822653417833763,0.9829951489228522,0.9826041081083339,0.0010944999341028004,0.9144301828082458,0.911716251574765,0.911194677466011,0.9152904604624053,0.9148274185707341,0.9134917981764323,0.001692865196453573,23,0.9134321107602623,0.9145672540167953,0.9143244814886606,0.9135628782457885,0.913276309093993,0.9138326067210999,0.0005146386987005941,0.9758999840561535,0.9760050122520983,0.9755967443890258,0.9764220680268146,0.9763651029060455,0.9760577823260276,0.00030574203660376653,24,0.9764956127643181,0.976872168860604,0.9767343009957661,0.9769014887982935,0.9766315006508477,0.9767270144139658,0.0001511514610213165,0.9724431996686873,0.9727625612005123,0.9729380214768794,0.9729805389186064,0.9734401727998033,0.9729128988128977,0.00032448200972716115,24,0.9737794752779872,0.9742858741190341,0.9738012408561249,0.9743312279510953,0.9738125927121926,0.9740020821832868,0.00025086734817438147
1.4535340785980224,0.04418472277640751,0.09606070518493652,0.0031579827710487736,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.908288148721921,0.9042086238058352,0.904616814707705,0.9096261103077876,0.9104523858706879,0.9074384166827875,0.0025684648307738173,25,0.9068128122700337,0.9077940018332752,0.9088021895737045,0.9073562446745332,0.9082083193472592,0.9077947135397612,0.0006844652334135072,0.8536497011410976,0.8475231502292547,0.8473693661339559,0.8547496151408132,0.8582116788321168,0.8523007022954475,0.00424027583323621,25,0.8514770982021863,0.851985559566787,0.8548061435150526,0.8515260201664749,0.853495110467222,0.8526579863835446,0.0012994889788278156,0.9833089922804089,0.9834133110786564,0.9846635367762129,0.9847678664580073,0.98122261631546,0.983475264581749,0.0012797436731623636,8,0.983255959522195,0.9848208231182515,0.9826826278590616,0.9845082544401846,0.9833602837619321,0.9837255897403251,0.0008067057294862338,0.9139034322280396,0.9104254188999952,0.9108719779954639,0.9151638549544309,0.9156040105129952,0.913193738918185,0.00215632096203045,25,0.9126340506911327,0.9135999612881373,0.9142947271359588,0.9132012482763626,0.9138369810223224,0.9135133936827827,0.0005645110332619677,0.9755446451493508,0.9755394126746049,0.9757268284272832,0.9763931183804756,0.9764140456844217,0.9759236100632271,0.0003977210605739203,28,0.9762581267605923,0.9764438140389955,0.9767247239656176,0.9768756477859752,0.9767356892045306,0.9766076003511422,0.00022402315473591248,0.9716729563677642,0.9725817479805476,0.9729961659281195,0.9728648859274753,0.9736984883060229,0.972762848901986,0.0006574089691416322,28,0.9734089608365706,0.9737002713678173,0.9736408884219611,0.9743719687840147,0.9741287509087294,0.9738501680638185,0.00034951829663688096
